pub_year,record_type,confidence,identifier,title,creator,publisher,subject,language,ia_url,description,collection
1873,patristic,25,historyofcreedsi00lumb_0,"The history of the creeds; (i) ante-Nicene, (ii) Nicene and Constantinopolitan, (iii) the apostolic creed, (iv) the quicunque, commonly called the creed of St. Athanasius","Lumby, J. Rawson (Joseph Rawson), 1831-1895","Cambridge [Eng.] : Deighton, Bell, and Co. ; London : George Bell and Sons",Creeds -- History,eng,https://archive.org/details/historyofcreedsi00lumb_0,"xi, 286 pages ; 20 cm; Bibliographical footnotes; Ante-Nicene -- Nicene and Constantinopolitan -- The Apostolic Creed -- The Quicunque, commonly called the Creed of St. Athanasius",Princeton; americana
1883,patristic,25,tameiontspatrol01schogoog,"Tameion tēs Patrologias : ētoi syllogē tōn en tē patrologia tē upo Migniou (Migne) en Parisiois ekdotheisē periechomenōn kyriōterōn ennoiōn, phraseōn kai upotheseōn, ais symperielēphthēsan ouk oliga kai ek tōn Byzantinōn istorikōn, ek tōn eustathiou eis omēron parekboaōn kai ex ellēnōn poiētōn kai logographōn","Dōrotheos Scholarios, Metropolitan of Larissa, 1812-1888",En Athēnais : Ek tou typographeiou Parnassou.,"Migne, J.-P. (Jacques-Paul), 1800-1875. Patrologiae cursus completus. Series Graeca -- Indexes; Fathers of the church, Greek -- Indexes; Fathers of the church, Greek",gre,https://archive.org/details/tameiontspatrol01schogoog,"Book digitized by Google from the library of Harvard University and uploaded to the Internet Archive by user tpb.; 2 volumes ; 28 cm; Title page romanized from Greek; Vol. 2 publisher varies: ek tou typographeiou Alexandrou Papageōrgiou; Vol. 1 contains a and b; vol. 2 title page indicates g-th, but contains g only; no more published",americana; fav-kyparissiotes
1884,patristic,25,historychristia02schagoog,History of the Christian Church. A.D. 1-311. Ante-Nicene Christianity. A.D. 100-325,Philip Schaff,,,English,https://archive.org/details/historychristia02schagoog,Book digitized by Google from the library of Oxford University and uploaded to the Internet Archive by user tpb.,europeanlibraries
1893,patristic,25,literaryhistor01crut,A literary history of early Christianity : including the fathers and the chief heretical writers of the ante-Nicene period ; for the use of students and general readers,"Cruttwell, Charles Thomas, 1847-1911",London : C. Griffin,,eng,https://archive.org/details/literaryhistor01crut,"""List of authors from whose works specimen passages are translated"": v. 2, p. 658-659; 27",pimslibrary; toronto; university_of_toronto; fav-gregorovivs
1893,patristic,25,literaryhistory02crut,A literary history of early Christianity : including the fathers and the chief heretical writers of the ante-Nicene period ; for the use of students and general readers,"Cruttwell, Charles Thomas, 1847-1911",London : C. Griffin,,eng,https://archive.org/details/literaryhistory02crut,"""List of authors from whose works specimen passages are translated"": v. 2, p. 658-659; 27",pimslibrary; toronto; university_of_toronto; fav-gregorovivs; fav-smulrich77
1907,bilingual_edition,25,confessionsofsta02augu,The confessions of St. Augustine,"Augustine, of Hippo, Saint, 354-430","London, J.M. Dent & sons, ltd.; New York, E.P. Dutton & co., inc",,eng; lat,https://archive.org/details/confessionsofsta02augu,348 pages; Bibliography: pageix,prscr; unclibraries; americana
1912,patristic,25,manualedepatrolo00raus,Manuale de patrologia. E della sue relazioni con la storia dei dogmi. Versione italiana sulla 3a edizione tedesca di Gaetano Bruscoli,"Rauschen, Gerhard, 1854-1917",Firenze : Libreria Editrice Fiorentina,Fathers of the church,ita,https://archive.org/details/manualedepatrolo00raus,First published in German in 1903,university_of_illinois_urbana-champaign; americana; fav-marco_sbirziola
1915,unknown,25,georgicseclogues00vir,The Georgics and Eclogues of Virgil,"Virgil; Williams, Theodore Chickering, 1855-1915, [from old catalog] tr; Palmer, George Herbert, 1842-1933","Cambridge, Harvard university press; [etc., etc.]","Pastoral poetry, Latin; Didactic poetry, Latin; Country life; Agriculture",eng,https://archive.org/details/georgicseclogues00vir,2 p. 21 cm,library_of_congress; americana; fav-folksinger_
1919,patristic,25,manualedipatrolo00fran,Manuale di patrologia,"Franceschini, P.G","Milano, Hoepli",Fathers of the church,ita,https://archive.org/details/manualedipatrolo00fran,26,robarts; toronto; university_of_toronto; fav-a_lesilio; fav-adamvill; fav-curiosus; fav-fabduc; fav-furorlibris; fav-gregorovivs
1922,patristic,25,in.ernet.dli.2015.88186,History Of The Christian Church Vol Ii Ante-nicene Christianity A D 100-325,Philip Schaff,,RMSC,eng,https://archive.org/details/in.ernet.dli.2015.88186,"Book Source: Digital Library of India Item 2015.88186 dc.contributor.author: Philip Schaff dc.date.accessioned: 2015-06-30T20:38:37Z dc.date.available: 2015-06-30T20:38:37Z dc.date.digitalpublicationdate: 2004-05-04 dc.date.citation: 1922 dc.identifier: RMSC, IIIT-H dc.identifier.barcode: 129250 dc.identifier.origpath: /data7/upload/0173/318 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/88186 dc.description.numberedpages: 877 dc.description.numberedpages: 23 dc.description.scanningcentre: RMSC, IIIT-H dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 900 dc.format.mimetype: application/pdf dc.language.iso: English dc.publisher.digitalrepublisher: Universal Digital Library dc.publisher: Charles Scribner’s Sons dc.rights: Public Domain dc.title: History Of The Christian Church Vol Ii Ante-nicene Christianity A D 100-325",digitallibraryindia; JaiGyan; fav-adsactly; fav-bentheblue; fav-birdie76; fav-trendyweb1
1935,bilingual_edition,25,ammianusmarcelli0002ammi,Ammianus Marcellinus,"Ammianus Marcellinus, author","Cambridge, Mass. : Harvard University Press","Rome -- History -- Empire, 284-476; Rome -- Histoire -- 284-476 (Bas-Empire); Rome (Empire)",eng; lat,https://archive.org/details/ammianusmarcelli0002ammi,"3 volumes : 17 cm; Experiences at Kotzebue sound and Nome; Latin text of Charles Upson Clark; Includes bibliographical references (v. 1, pages xlviii-xlix) and indexes; V. 1. The surviving books of the history of Ammianus Marcellinus : Books XIV-XIX -- v. 2. The history : Books XX-XXVI -- v. 3. The history : Books XXVII-XXXI ; Exerpta Valensia",internetarchivebooks; printdisabled; fav-christo_christoff; fav-eohlson; fav-jonathonspring1969; fav-jweretka; fav-khalil772
1950,patristic,25,earlychristianba0000creh,Early Christian baptism and the creed : a study in ante-Nicene theology,"Crehan, Joseph, 1906-","London : Burns, Oates & Washbourne","Apostles' Creed; Ymbole des Apôtres; Baptism -- History -- Early church, ca. 30-600; Baptism; Taufliturgie; Baptême -- 30-600 (Église primitive)",eng,https://archive.org/details/earlychristianba0000creh,"x, 189 pages ; 22 cm; On cover: ""Catholic paperbacks.""; Includes bibliographical references and index; Introduction: The prehistory of baptism -- Baptism in the name -- The Christ-creed -- The trinitarian formula -- The double creed -- Baptism as a contract -- The facts about the Holy Spirit -- Synthesis",claremont_school_of_theology; internetarchivebooks; inlibrary; printdisabled; fav-aj4360; fav-elijah_e897; fav-hermecause; fav-hfherme; fav-joshua_trainer; fav-matt_evans311; fav-trendyweb1
1951,unknown,25,onnatureofuniver00lucr,On the nature of the universe;,"Lucretius Carus, Titus; Latham, R. E. (Ronald Edward), tr",Baltimore [Md.] Penguin Books,"Epicurus; Latin poetry; Philosophy, Ancient",eng,https://archive.org/details/onnatureofuniver00lucr,256 p. 18 cm,internetarchivebooks; americana; inlibrary; printdisabled; fav-angeleeek; fav-anna7505; fav-bdalea; fav-claudiu_veres; fav-drmo07; fav-emidoren; fav-evolnhoj; fav-faiy39; fav-farras_tsamara; fav-jahanzeb_shah; fav-joantb; fav-kenlberry; fav-matt_bradley; fav-moelbarqi; fav-roger_wolf; fav-ronnydarko
1956,patristic,25,sermononmountinw0000will,The Sermon on the Mount in the writings of the Ante-Nicene fathers : from New Testament times to Origen,"Willard, Conrad Raymond","[Kansas City?, KS]",Sermon on the mount; Christian literature -- History and criticism; Christian literature,eng,https://archive.org/details/sermononmountinw0000will,"ix, 201 leaves ; 29 cm; Reproduced from typescript; D. Th. Central Baptist Theological Seminary, Kansas City, Kan; Includes bibliographical references (leaves 193-201)",claremont_school_of_theology; internetarchivebooks; inlibrary; printdisabled
1962,patristic,25,patrologa0000alta,Patrología,"Altaner, Berthold, 1885-1964","Madrid, Espasa-Calpe","Christian literature, Early -- History and criticism; Fathers of the church -- Bio-bibliography; Church history -- Primitive and early church, ca. 30-600 -- Bibliography; Christian literature, Early; Church history -- Primitive and early church; Fathers of the church",spa,https://archive.org/details/patrologa0000alta,"565 pages 23 cm; Translation of Patrologie; ""Revisada conforme a la 5. ed. alemana, 1958.""; Includes bibliographical references",claremont_school_of_theology; internetarchivebooks; inlibrary; printdisabled; fav-aldair_martinez_mejia; fav-aracelyhdez427; fav-douglas_kayse; fav-harpocrates887; fav-hernan1989; fav-idi93; fav-juan_jose_tt; fav-juandavidquinteroc; fav-mateus_mariano958; fav-trendyweb1
1967,bilingual_edition,25,scriptoreshistor0003unse,The Scriptores historiae Augustae,,"Cambridge, Mass. : Harvard University Press",Historians -- Rome; Historians; Rome (Empire),lat,https://archive.org/details/scriptoreshistor0003unse,3 volumes ; 16 cm; Latin and English on opposite pages; Includes bibliographical references,claremont_school_of_theology; internetarchivebooks; inlibrary; printdisabled; fav-dhgulick; fav-stanpy; fav-stephan_brun
1967,bilingual_edition,25,scriptoreshistor0000unse_v4a4,The Scriptores historiae Augustae,,"Cambridge, Mass. : Harvard University Press",Historians -- Rome; Historians; Rome (Empire),lat,https://archive.org/details/scriptoreshistor0000unse_v4a4,3 volumes ; 16 cm; Latin and English on opposite pages; Includes bibliographical references,claremont_school_of_theology; internetarchivebooks; inlibrary; printdisabled
1967,bilingual_edition,25,scriptoreshistor0002unse_a8f4,The Scriptores historiae Augustae,,"Cambridge, Mass. : Harvard University Press",Historians -- Rome; Historians; Rome (Empire),lat,https://archive.org/details/scriptoreshistor0002unse_a8f4,3 volumes ; 16 cm; Latin and English on opposite pages; Includes bibliographical references,claremont_school_of_theology; internetarchivebooks; inlibrary; printdisabled
1969,unknown,25,lettersofyounger00plin,The letters of the younger Pliny,Pliny the Younger,Penguin Books,"Pliny, -- the Younger -- Correspondence; Authors, Latin -- Correspondence",eng,https://archive.org/details/lettersofyounger00plin,,internetarchivebooks; printdisabled; fav-antonyliber; fav-blairnyc; fav-bussui; fav-cogubean_yahoo_com; fav-dgrover; fav-joe_crab_t; fav-lesnightfly50; fav-michael_houston; fav-newreader97; fav-polunditsa; fav-shiloh1945; fav-symunko; fav-total_maniac; fav-xehasi1494; fav-xerostomatica2023; universityofarizona_disabilityresources; binghamton-ol; cua-ol; johnshopkins-ol; randolph-macon-college-ol; the-claremont-colleges-ol; udc-ol; unb-ol; universityofcoloradoboulder-ol
1975,bilingual_edition,25,murdertrials00cice,Murder trials,"Cicero, Marcus Tullius","Harmondsworth, Middlesex, England ; Baltimore, Md., U.S.A. : Penguin","Speeches, addresses, etc., Latin; Trials (Murder); Forensic orations",eng; lat,https://archive.org/details/murdertrials00cice,Bibliography: p. 347-[348]; Includes index; In defence of Sextus Roscius of America -- In defence of Aulus Cluentius Habitus -- In defence of Gaius Rabirius -- Note on the speeches in defence of Caelius and Milo -- In defence of King Deiotarus,internetarchivebooks; printdisabled; fav-blairnyc; fav-carolinagrimmy; fav-claudiusclaudianus; fav-cogubean_yahoo_com; fav-doanthanhtcb; fav-drmo07; fav-erikwpierce; fav-hawkseked222; fav-jack_willmott; fav-kunaln29; fav-something88; fav-symunko; fav-twospoons; fav-xehasi1494; framingham-ol; gwulibraries-ol; kalamazoocollege-ol
1978,unknown,25,ciceroslettersto0000cice_p2w5,Cicero's letters to his friends,"Cicero, Marcus Tullius","Harmondsworth, Eng. ; New York : Penguin Books","Cicero, Marcus Tullius -- Correspondence; Authors, Latin -- Correspondence; Statesmen -- Rome -- Correspondence",eng,https://archive.org/details/ciceroslettersto0000cice_p2w5,2 v. : 19 cm; Includes bibliographical references,internetarchivebooks; printdisabled; inlibrary; fav-blairnyc; fav-hemrique; fav-patryk_piekut; fav-pedro_oliveira403; fav-pjconcierge; fav-rhian97; fav-terry523; fav-victor_the_catholic; fav-xehasi1494; dartmouthlibrary-ol; gwulibraries-ol; johnshopkins-ol; the-claremont-colleges-ol; uni-ol; universityofoklahoma-ol
1937,bilingual_edition,20,lat-en-loeb-312-v.-4-jackson,"Tacitus in five volumes. Vol.4: Annals, Books IV-VI, XI-XII [Loeb 312]","Tacitus, Cornelius (55-120); Jackson, John (1887-1958)",,Antikologija; Loeb classical library - Latin collection; Tacitus - Opera omnia,lat,https://archive.org/details/lat-en-loeb-312-v.-4-jackson,,booksbylanguage_latin; booksbylanguage; fav-chapalan; fav-tacp
1942,bilingual_edition,20,cicero-in-28-volumes.-vol.-4-loeb-349,Cicero in twenty eight volumes. Vol.4: De Oratore. Book 3. Togerher with De Fato. Paradoxa Stoicorum. De Partitione Oratoria [Loeb 349],"Cicero, Marcus Tulius (106-43 BCE); Rackham, Harris (1868-1944)",,Antikologija; Loeb classical library - Latin collection,lat,https://archive.org/details/cicero-in-28-volumes.-vol.-4-loeb-349,Source: https://hdl.handle.net/2027/uc1.32106005388266,booksbylanguage_latin; booksbylanguage; fav-fahimshik_emel; fav-loryenipsum; fav-pjconcierge; fav-robert_j_ward; fav-stephan_brun; fav-supersupergood; fav-tacp; fav-thatgayvictorianhedonist; fav-tripled_d3
1949,bilingual_edition,20,cicero-in-28-volumes.-vol.-2-loeb-386,Cicero in twenty eight volumes. Vol.2: De Inventione. De Optimo Genere Oratorum. Topica [Loeb 386],"Cicero, Marcus Tulius (106-43 BCE); Hubbell, Harry Mortimer (1881-1971)",,Antikologija; Loeb classical library - Latin collection,lat,https://archive.org/details/cicero-in-28-volumes.-vol.-2-loeb-386,1968 edition,booksbylanguage_latin; booksbylanguage; fav-amsii; fav-carlos_noyola; fav-fahimshik_emel; fav-james_derryberry; fav-jns18; fav-kolorowyburak; fav-leo_vince; fav-mf4545; fav-michael_cutler234; fav-mihai_daniel; fav-pjconcierge; fav-rushed_op; fav-stephan_brun; fav-teksen_golemen; fav-tripled_d3
1953,bilingual_edition,20,confessionsofsta0000augu_a4k0,"The confessions of St. Augustine, book VIII","Augustine, of Hippo, Saint, 354-430","Oxford, Blackwell","Simard, Marie Ange; Christian saints -- Algeria -- Hippo (Extinct city) -- Biography; Augustine, Saint, Bishop of Hippo; Christian saints; Algeria -- Hippo (Extinct city)",lat,https://archive.org/details/confessionsofsta0000augu_a4k0,"xxx, 55 pages 22 cm; Latin and English; Includes bibliographical references (pages xxix-xxx)",claremont_school_of_theology; internetarchivebooks; inlibrary; printdisabled; fav-v_palenyy
1954,bilingual_edition,20,cicero-in-28-volumes.-vol.-1-loeb-403,Cicero in twenty eight volumes. Vol.1: Ad C. Herennium de ratione dicendi (Rhetorica ad Herennium) [Loeb 403],"Cicero, Marcus Tulius (106-43 BCE); Caplan Harry (1896-1980)",,Antikologija; Loeb classical library - Latin collection,lat,https://archive.org/details/cicero-in-28-volumes.-vol.-1-loeb-403,1968 edition,booksbylanguage_latin; booksbylanguage; fav-barry_beck; fav-cong_minh_le; fav-diana_mel; fav-dieter_artz; fav-fahimshik_emel; fav-ikhtalaaf; fav-jns18; fav-magistera; fav-stephan_brun; fav-tripled_d3
1961,latin_only,20,demedicina0000cels_b6s7,De medicina,"Celsus, Aulus Cornelius",Cambridge : Harvard University Press,"Medicine, Greek and Roman",eng; lat,https://archive.org/details/demedicina0000cels_b6s7,"3 volumes : 17 cm; First printed, 1935-38; Includes bibliographical references (v. 1, pages xiii-xiv) and index",claremont_school_of_theology; internetarchivebooks; printdisabled
1961,latin_only,20,demedicina0000cels,De medicina,"Celsus, Aulus Cornelius",Cambridge : Harvard University Press,"Medicine, Greek and Roman",eng; lat,https://archive.org/details/demedicina0000cels,"3 volumes : 17 cm; First printed, 1935-38; Includes bibliographical references (v. 1, pages xiii-xiv) and index",claremont_school_of_theology; internetarchivebooks; printdisabled; fav-dmartinotti; fav-joulesv; fav-laurentius918; fav-lilithinferno; fav-lindakb759; ambslibrary-ol; americanuniversity-ol; binghamton-ol; brynmawr-ol; cua-ol; gwulibraries-ol; randolph-macon-college-ol; rochester-ol; uni-ol; universityofoklahoma-ol; wilsoncollege-ol; wrlc-ol
1907,bilingual_edition,15,ahistorybohemia01ltgoog,A History of Bohemian Literature,Francis Lützow,William Heinemann,bohemian; literature; hus; history; bohemia; works; writings; latin; prague; king; bohemian literature; bohemian language; national language; ancient bohemian; general christian; early bohemian; brother lucas; lord god; great bohemian; lord peter,English,https://archive.org/details/ahistorybohemia01ltgoog,Book digitized by Google from the library of the University of Michigan and uploaded to the Internet Archive by user tpb.,americana; fav-mennatallah_mohamed
1915,bilingual_edition,15,historyoflatinli00dimsuoft,A history of Latin literature,"Dimsdale, Marcus Southwell",London Heinemann,Latin literature -- History and criticism,eng,https://archive.org/details/historyoflatinli00dimsuoft,26 43,robarts; toronto; university_of_toronto; fav-antonella_romani; fav-clavius; fav-umcmdn; fav-zoe_gee908
1801,unknown,10,extractsfrompent00poph,"Extracts from the Pentateuch : compared with similar passages from Greek and Latin authors, with notes","Popham, Edward, 1738?-1815",Oxford : University Press ; sold by W. Hanwell and J. Parker,Greek literature; Latin literature,English,https://archive.org/details/extractsfrompent00poph,"x, 226 p. ; 23 cm",library_of_congress; americana
1814,bilingual_edition,10,fabulaesopisel00aeso,"Fabulæ Aesopi selectæ. : Select fables of Aesop, with an English translation as literal as possible ... with a compend of Latin prosody","Aesop; Ross, James, 1744-1827, ed",Philadelphia : Printed by J. Maxwell.,,lat,https://archive.org/details/fabulaesopisel00aeso,Shaw Shoemaker,bostonpubliclibrary; americana; fav-budakkecil; fav-haithamhd; fav-qoppa; fav-ricardo_gatzmann; fav-sirnicholaspitts; fav-susan104
1849,unknown,10,patrologiaorient0000unse_j1p9,Patrologia orientalis (French Edition),Francois Vanderstuf,A LA Memoire De Ma Mere,,eng,https://archive.org/details/patrologiaorient0000unse_j1p9,,internetarchivebooks
1851,unknown,10,epitomeofcivill00clin,An epitome of the civil and literary chronology of Greece : from the earliest accounts to the death of Augustus,"Clinton, Henry Fynes, 1781-1852",Oxford : University Press,"Chronology, Greek; Chronology, Historical; Latin literature; Greek literature",eng,https://archive.org/details/epitomeofcivill00clin,27,pimslibrary; toronto; university_of_toronto; fav-amsp; fav-clavius; fav-jahanzeb_shah; fav-red_sailed_ships
1853,unknown,10,bwb_S0-BPY-267,Patrologia,Various,,,eng,https://archive.org/details/bwb_S0-BPY-267,,internetarchivebooks
1864,unknown,10,fragmentsspecime00word,Fragments and specimens of Early Latin,"Wordsworth, John, 1843-1911",Oxford : Clarendon Press,Latin literature,eng,https://archive.org/details/fragmentsspecime00word,675 p,university_of_illinois_urbana-champaign; americana; fav-marky_mark463
1878,unknown,10,romansaturaitso02nettgoog,The Roman satura; its original form in connection with its literary development,"Nettleship, Henry, 1839-1893","Oxford, The Clarendon press","Satire, Latin; Verse satire, Latin; Latin poetry",eng,https://archive.org/details/romansaturaitso02nettgoog,Book digitized by Google from the library of Oxford University and uploaded to the Internet Archive by user tpb.,europeanlibraries; fav-sezgi_s_yal_n
1878,unknown,10,romansaturaitso00nettgoog,The Roman satura; its original form in connection with its literary development,"Nettleship, Henry, 1839-1893","Oxford, The Clarendon press","Satire, Latin; Verse satire, Latin; Latin poetry",eng,https://archive.org/details/romansaturaitso00nettgoog,Book digitized by Google from the library of the University of Michigan and uploaded to the Internet Archive by user tpb.,americana
1878,unknown,10,romansaturaitso01nettgoog,The Roman satura; its original form in connection with its literary development,"Nettleship, Henry, 1839-1893","Oxford, The Clarendon press","Satire, Latin; Verse satire, Latin; Latin poetry",eng,https://archive.org/details/romansaturaitso01nettgoog,Book digitized by Google from the library of University of Michigan and uploaded to the Internet Archive by user tpb.,americana
1881,unknown,10,romanpoetsrepublic00selluoft,The Roman poets of the republic,"Sellar, William Young, 1825-1890",Oxford : Clarendon Press,Latin poetry,eng,https://archive.org/details/romanpoetsrepublic00selluoft,31,toronto; fav-clavius
1889,unknown,10,romanpoetsrepub01sellgoog,The Roman poets of the Republic;,"Sellar, W. Y. (William Young), 1825-1890","Oxford, Clarendon Press",Latin poetry,eng,https://archive.org/details/romanpoetsrepub01sellgoog,Book digitized by Google and uploaded to the Internet Archive by user tpb.,americana
1889,unknown,10,romanpoetsrepub02sellgoog,The Roman poets of the Republic;,"Sellar, W. Y. (William Young), 1825-1890","Oxford, Clarendon Press",Latin poetry,eng,https://archive.org/details/romanpoetsrepub02sellgoog,Book digitized by Google from the library of the New York Public Library and uploaded to the Internet Archive by user tpb.,americana
1891,unknown,10,cu31924026493910,Selected fragments of Roman poetry : from the earliest times of the republic to the Augustan age,"Merry, W. Walter (William Walter), 1835-1918",Oxford : Clarendon Press,Latin poetry,eng,https://archive.org/details/cu31924026493910,"The metadata below describe the original scanning. Follow the ""All Files: HTTP"" link in the ""View the book"" box to the left to find XML files that contain more metadata about the original images and the derived formats (OCR results, PDF etc.). See also the What is the directory structure for the texts? FAQ for information about file content and naming conventions.; viii, 258, p. ; 19 cm",cornell; americana
1891,unknown,10,selectedfragment00merriala,Selected fragments of Roman poetry : from the earliest times of the republic to the Augustan age,"Merry, W. Walter (William Walter), 1835-1918",Oxford : Clarendon Press,Latin poetry,eng,https://archive.org/details/selectedfragment00merriala,"viii, 258, p. ; 19 cm",cdl; americana; fav-clavius
1892,unknown,10,romanpoetsaugus01sellgoog,The Roman poets of the Augustan age,"Sellar, W. Y. (William Young), 1825-1890; Lang, Andrew, 1844-1912","Oxford, Clarendon Press","Horace; Augustus, Emperor of Rome, 63 B.C.-14 A.D; Latin poetry; Elegiac poetry, Latin",eng,https://archive.org/details/romanpoetsaugus01sellgoog,Book digitized by Google from the library of the University of Michigan and uploaded to the Internet Archive by user tpb.,americana; fav-lindakb759; fav-marsupi; fav-zbenhalim
1894,unknown,10,elucidariumother0000morr,The Elucidarium and other tracts in Welsh from Llyvyr agkyr Llandewivrevi A.D. 1346 (Jesus college ms. 119),"Morris-Jones, John, 1864-1929",Oxford: Clarendon Press,Latin literature; Medieval literature; Modern literature; Translations into Welsh,eng;cym,https://archive.org/details/elucidariumother0000morr,"xxvii, 298 pages: facsimiles; 23 x 20 cm;Translations into Welsh",printcollection; universityofvictorialibraries; toronto; globallibraries
1897,unknown,10,cu31924026392401,The Roman poets of the Augustan age: Virgil;,"Sellar, W. Y. (William Young), 1825-1890",Oxford Clarendon Press,Virgil; Latin poetry,eng,https://archive.org/details/cu31924026392401,"The metadata below describe the original scanning. Follow the ""All Files: HTTP"" link in the ""View the book"" box to the left to find XML files that contain more metadata about the original images and the derived formats (OCR results, PDF etc.). See also the What is the directory structure for the texts? FAQ for information about file content and naming conventions.",cornell; americana
1897,unknown,10,romanpoetsaugus03sellgoog,The Roman poets of the Augustan age: Virgil;,"Sellar, W. Y. (William Young), 1825-1890",Oxford The Clarendon Press,"Augustus, Emperor of Rome, 63 B.C.-14 A.D; Virgil; Latin poetry",eng,https://archive.org/details/romanpoetsaugus03sellgoog,Book digitized by Google from the library of Harvard University and uploaded to the Internet Archive by user tpb.,americana; fav-marsupi; fav-zbenhalim
1897,unknown,10,romanpoetsaugus05sellgoog,The Roman poets of the Augustan age: Virgil;,"Sellar, W. Y. (William Young), 1825-1890",Oxford The Clarendon Press,"Augustus, Emperor of Rome, 63 B.C.-14 A.D; Virgil; Latin poetry",eng,https://archive.org/details/romanpoetsaugus05sellgoog,Book digitized by Google from the library of the University of Michigan and uploaded to the Internet Archive by user tpb.,americana; fav-fernando_ferreira_jr
1898,unknown,10,cu31924026493928,Selected fragments of Roman poetry : from the earliest times of the republic to the Augustan age,"Merry, W. Walter (William Walter), 1835-1918",Oxford : Clarendon Press,Latin poetry,eng,https://archive.org/details/cu31924026493928,"The metadata below describe the original scanning. Follow the ""All Files: HTTP"" link in the ""View the book"" box to the left to find XML files that contain more metadata about the original images and the derived formats (OCR results, PDF etc.). See also the What is the directory structure for the texts? FAQ for information about file content and naming conventions.",cornell; americana
1898,unknown,10,selectedfragmen02merrgoog,Selected fragments of Roman poetry : from the earliest times of the republic to the Augustan age,"Merry, W. Walter (William Walter), 1835-1918",Oxford : Clarendon Press,Latin poetry,eng,https://archive.org/details/selectedfragmen02merrgoog,Book digitized by Google from the library of the New York Public Library and uploaded to the Internet Archive by user tpb.,americana
1898,unknown,10,selectedfragmen01merrgoog,Selected fragments of Roman poetry : from the earliest times of the republic to the Augustan age,"Merry, W. Walter (William Walter), 1835-1918",Oxford : Clarendon Press,Latin poetry,eng,https://archive.org/details/selectedfragmen01merrgoog,Book digitized by Google from the library of Harvard University and uploaded to the Internet Archive by user tpb.,americana
1898,unknown,10,selectedfragmen00merrgoog,Selected fragments of Roman poetry : from the earliest times of the republic to the Augustan age,"Merry, W. Walter (William Walter), 1835-1918",Oxford : Clarendon Press,Latin poetry,eng,https://archive.org/details/selectedfragmen00merrgoog,Book digitized by Google from the library of Harvard University and uploaded to the Internet Archive by user tpb.,americana
1898,unknown,10,selectedfragment00merruoft,Selected fragments of Roman poetry from the earliest times of the republic to the Augustan age,"Merry, W. Walter (William Walter), 1835-1918",Oxford : Clarendon Press,Latin poetry -- Selections Extracts,eng,https://archive.org/details/selectedfragment00merruoft,31,kellylibrary; toronto; university_of_toronto; fav-clavius
1899,unknown,10,romanpoetsaugus00langgoog,The Roman poets of the Augustan age: Horace and the elegiac poets;,"Sellar, W. illiam Y. oung, 1825-1890; Lang, Andrew, 1844-1912","Oxford, Clarendon press",Horace; Latin poetry,eng,https://archive.org/details/romanpoetsaugus00langgoog,Book digitized by Google from the library of University of Michigan and uploaded to the Internet Archive by user tpb.,americana
1899,unknown,10,romanpoetsofaug00selluoft,The Roman poets of the Augustan age: Horace and the elegiac poets,"Sellar, William Young, 1825-1890; Lang, Andrew, 1844-1912",Oxford Clarendon Press,Horace; Latin poetry; Elegiac poetry,eng,https://archive.org/details/romanpoetsofaug00selluoft,26 52,robarts; toronto; university_of_toronto; fav-chapalan; fav-troublewillsoonbeover
1905,bilingual_edition,10,bywaysinclassics00platuoft,Byways in the classics including Alia,"Platt, Hugh E.P","Oxford, Blackwell",Classical philology; Greek literature -- History; Latin literature -- History and criticism,eng,https://archive.org/details/bywaysinclassics00platuoft,Proverbial and colloquial phrases; Some mottoes; Some modern applications of the classics; Roman comedy; [Lekythion apolesen] Lecretius; The Roman poets as lovers; The Ius Osculi; Osculo Interveniente; Occupations open to women in the Roman World; Sundry jottings; Some parallels; Latin prose; Esse videatur in English literature; A fad of mine; A Londoner on liberal education; Hints to adults resumin Latin; My last crime; 26,robarts; toronto; university_of_toronto; fav-bhills99; fav-jahanzeb_shah
1906,unknown,10,westminterversio00foxhuoft,"Westminter versions; rendering into Greek and Latin verse, reprinted from the Westminster gazette. Edited by Herbert F. Fox","Fox, Herbert F",Oxford Blackwell,English poetry -- Translations into Greek; English poetry -- Translations into Latin; Greek poetry -- Translations from English; Latin poetry -- Translations from English,eng,https://archive.org/details/westminterversio00foxhuoft,26,robarts; toronto; university_of_toronto; fav-laichar; fav-rmedinap; fav-vtriusque_linguae_statio
1906,unknown,10,westminsterversi00foxhrich,"Westminster versions : renderings into Greek and Latin verse, reprinted from the 'Westminster Gazette'","Fox, Herbert Francis, 1858-","Oxford : B.H. Blackwell ; London : Simpkin, Marshall, Hamilton, Kent & co.","English poetry -- Translations into Latin (Medieval and modern); Latin poetry, Medieval and modern -- Translations from English; English poetry -- Translations into Greek, Modern; Greek poetry, Modern -- Translations from English",eng,https://archive.org/details/westminsterversi00foxhrich,"viii, 106 p. ; 19 cm; English verse with Latin and Greek versions",cdl; americana; fav-kasie_ka_tomek; fav-laichar; fav-vtriusque_linguae_statio
1909,unknown,10,postaugustanpoet00butliala,Post-Augustan poetry from Seneca to Juvenal,"Butler, Harold Edgeworth, 1878-",Oxford : Clarendon press,Latin poetry,eng,https://archive.org/details/postaugustanpoet00butliala,"viii, 323, [1] p. 23 cm",cdl; americana; fav-clavius
